Genre,Artist,Song,Lyric
Metal,Melvins,Heater Moves And Eyes,"Problem mines burning holes through my walls
You were the best thing in my life and now
Heater moves much more than my heart
And stops without a word

Mouths full of your face and truth
And I've been waiting for a pin like you
I waited and seated a year of truce
Your scowl was allowed
You were in love
But you are in love

"
Metal,Zeraphine,Nur Ein Tag,"Zwischen mir und den tagen dieser ewigkeit
Versperren mauern mir den weg
Wenn nichts als leere Ã¼brig bleibt
Erinnerung, besessenheit
Auf der suche nach dem zweiten ich verbrannt

Nur ein tag fÃ¼r dich und mich, und nach uns kommt weiter nichts
Nur ein tag, nur einen nur ein tag, nur einen tag, und die welt versinkt im
Licht
Nur ein tag fÃ¼r dich und mich, und der traum wird dein gesicht
Nur ein tag, nur einen tag, auch wenn die erde dran zerbricht

Ich hab keine angst in der dunkelheit die mich umgibt
Hier kann man die trÃ¤nen gar nicht sehen
Die wellen brechen Ã¼ber mir
Am meeresgrund lauf ich zu dir
Ich such' nicht mehr und dennoch find ich dich

"
Metal,Melvins,Leon Vs,"
"
Metal,Zed Yago,The Pale Man,"Deathly pale belongs to the sea 
tells you here's the beginning 
in the depth of misery 
you feel the spirit within. 
A torrent Over a storm tossed tree 
it's like a rugged stone 
rolling waves won't let you free 
because your time is gone. 

All the damned veiled in grey band together and demand
of the pale man who's crossing the way, 
can't never come back to land. 

He entrusts himself without taking care 
to wild seas every day 
and this old world, world of the sea 
endlessly he must bear 
His heart is like an ocean so deep 
knowing storm, ebb and flow 
and too many pearls, pearls of the beauty 
rest in it's depths below. 

He is one of the creatures of the sea, 
he's called the palest man he is one of 
the creatures who can't break free until eternity,
the pale man who's got Neptune's key.

"
Metal,Melancholy Pessimism,Melancholy Pessimism,"Without money, without love

Alone for every annoying yourself

You have tryied to reach something up.

Melancholy pessimism.

It's a long, long suffering for you

You wanted many times - to end your life

However you've never done it, ever.

You're just a cower who(ve never reached

anything, ever.

You are running, you are decided

To die anyway, life is just a pain.

You don't wanna suffer yourself anymore

The only what you got in your head is a suicide

Melancholy pessimism.

Your neck is clenching.

You're pulling up or sleeve

It take just a second

Jugulating your veins

Falling into agony

Can't feel your dripping blood

You will never live through it

what is a depressive feeling

Melancholy pessimism.

"
Metal,Dantesco,Pavor Nocturnus,"Que temores guardas en tu
Corazon?
Por que no te logra morfeo
Acariciar?
Son sanguijuelas saciadas de tu
Temor
Deseo de que la noche no vuelva
Jamas

Un abismo
Esa la oscuridad

Tu lecho parece estar cubierto de
Espinas
-En la noche-
Un pano en tu rostro que no te deja
Respirar
-Por la noche-
Hipnos no llega...mas los ostros
Hijos de nicta
-Es la noche-
Hemera se esconde y tanato te
Viene a buscar
-Esta noche-

Los visitantes nocturnos
Te vienen a enloquecer
Con las torturas de su mundo
Hasta que llegue el amanecer

Victima de los demonios
Que salen a festijar
Tu habitacion, el manicomio
Donde la luz es sanidad

Y no logras encontrar la
Salida
Al eden...de la claridad

Y no puedes sanar tus heridas
Del punla de la oscuridad

Oh! Como siento morir entre
Tinieblas
-En la noche-
Ruego a todo los dioses que
El dia llegue ya!
-No la noche-
De la penumbra demonios, que
Me contemplan
-Esta noche-
Se burlan, ya que aunque
Amanezca...ellos volveran!
-Por la noche-




"
Metal,Abiura,What I_Ll Never See,"The circle is complete
The serpent bites its tail
Fluid images of infinity
Unknown words without a sound
My eyes,they seem to see
Their chests bleeding, their screams
Fragments of eternity
Once the lie, twice the alibi

Magnetization, neverending vortex
Back to the source of our disease
Whirlpool of colours, blood stained blankets
I'm just the painter of their agonies
Inside the chaos harmony
I'll learn the hidden secrets
Mine is the task to initiate
'cause I'm the chosen one
The only one

Like a photogram
A sharp image
I'm gonna show you
The step beyond this world
The no return
They all get rid of me
But I'm I the insane?
I'm the one who knows
The Everlasting one

Guilty for a crime undone
I've been left alone
Begging for the truth
Buried deep inside in all of us
Oh, please,remember my name
And don't forget my words
Oh no, please no!
I shall dance with knowledge, my bride
We'll die in our embrace
Our last embrace

Now I can close my eyes
Now I can close my eyes to die
And see what I've never seen
And see what I'll never see, never!

"
Metal,Dance Club Massacre,Return Of The Blood Monsters,"
"
Metal,Damnable,Damnable I,"The monotony and the clever aims
Of blocked people
Shake our mentality so much
That the moments of chosen days are ugly
Step by step we run away
Full of pain of misunderstanding -
Which I like to be part of very often
Sometimes We look for the art.
In chosen creatures
So faithful to everything
Except the Planet's idea
So we decide to hide forever
Called Damnable by freedom
We were freedom,
We are freedom and
We will be free!
Although we know it is no way to run away
Then we would be definite
For all without any exception
And we would still have the sanity of living forever
Till they...

"
Metal,Acranius,Unit 731,"
"
Metal,Zero Degree,Surreal World,"Born into a hybrid world, a mental illusion of 

Your digital self

Feel the breath of the iron lung, titanium spine

Made of cyber junk


Do you believe in fate?

Do you feel far away from the truth?

Do you accept what you see?

Do you control your life?


Welcome to my surreal world

Come in and waste your time

A prison for your mind


The TV screen sent subliminal codes, to blind

Your mind from the truth

The system has made a virtual cage, the world

Turns into an abstract age


Do you believe in fate?

Do you feel far away from the truth?

Do you accept what you see?

Do you control your life?


Synthetic life in every cell

Manipulated imitations from hell


Welcome to my surreal world

Come in and waste your time

A prison for your mind

"
Metal,Damnation Plan,The Day Of Awakening,"what is the reason why
it had to come this far?
what is the reason why
you have crossed the line
in the other side

was it reality
that made you feel so faint?
was it reality
that made you turn against
all the good surrounding you?

everything you've felt
has made your way
all that you've ever faced
have led to this day

[Chorus:]
come and tear us apart
you bastard!
whatâs the price of your soul?
burns too deep in heart of cold
no one makes on its own

what have you gained so far?
nothing but devastation
what have you ever done to
gain the trust of the ones
that have brought you this far?

life outside reality
your deluded immortality
trying to prove you're a god?
the side you hid so long
has seen the light of day

everything you've felt
has made your way
all that you've ever faced
have led to this day

[Chorus]

trying to bring it back
what there used to be
trust on the only fact
there's no one to cover your back

the awakening
comes the day
when you realize your own mortality
you will lose
your soul
at the end of your awakening day

[Chorus]

"
Metal,Zao,Free The Three,"You failed to do your job. Superstitious cover up. They'll pay you because of your mistakes. You lie, you lie, you lie and they pay. You fail, you fail, you fail and they pay. Superstition. Unholy children. Blinded vision. false ambition. Can you show me how they're guilty? YOu liars, you killers, You fools of superstition. Blame the (so-called) unholy children with your blind vision and your false ambition. FREE THE THREE.

"
Metal,Melvins,Hog Leg,"She's moaning next to me
Next to my heart
Learn to moan me, moan to be me
Light skin dark
She's seeing, seeing me

Like stee moaning lud low
Rap a tee, take a man and send my own
Test man, my angry heart
Take a send and tell it take no dess

"
Metal,Daniele Liverani,Fight Again,"[Main Choir]
There's Still A Chance To Fight Again !
Yeah ! Now That They Can Run !
They Can Fly ! They Will Try !
Try To Save The Little Prince !

[Genius]
Another Chance To Win She Has Given To Us
When Everything Seemed Lost
She Saved Me From The Dark
The King's Fate And The Life Of The Prince
Are In Our Hands !
Everything Depends
On What We'll Be Able To Do

[Genius] We'll Reach Our Aim ! Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Fight Again !
[Genius] Yeah ! My Dear Friend Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Run
'Cause We Can Fly So We Will Try To
Save The Little Prince

[Main Choir]
There' Still A Chance To Fight Again !
Yeah ! Now That They Can Run !
They Can Fly ! They Will Try !
Try To Save The Little Prince !

[Genius]
She Told Me That The Stores
Are Placed Under The Ground
The Entrance Should Be In
The Trunk Of A Big Oak
She Told Me The Way
To Reach That Place
There's No Time To Waste !
Everything Depends On What
We'll Be Able To Do

[Genius] We'll Reach Our Aim ! Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Fight Again !
[Genius] Yeah ! My Dear Friend Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Fight !
So We Will Try To Save The Prince

[Genius]
Thank God She Has Given Us
Another Chance To Survive
To Keep This Dream Alive For More Time !

[Main Choir]
They Will Run ! They Will Fly !
They Will Try To Save The Prince
[Genius] Over And Over Again !

[Genius] We'll Reach Our Aim ! Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Fight Again !
[Genius] Yeah ! My Dear Friend ! Trust Me !
[Genius &amp; Main Choir] 'Cause We Can Fight
So We Will Try To Find The Prince

[Main Choir] Another Chance To Win
She Has Been Giving Them
When Everything Seemed Lost
She Saved Him From The Dark
[Genius] Again !
[Main Choir] They Can Fight !
[Genius] Again !
[Main Choir] They Can Fight !
[Genius] Again !
[Main Choir] They Can Fight !
[Genius] Yeah !

[Genius &amp; Main Choir] She Gave Us More Chances To Fight
[Genius] Again !

[Storyteller]
Twin Spirit N. 32 began to feel depressed. Twinspirits understand that then when a dream comes to an end, then they are going to die soon. While he was with Genius, in search of the old oak indicated by Klepsydra, his mind driffed off. He contemplated about different scenarios, what could have been and how many problems could have been avoided if his human friend would have reminded in the real world...

"
Metal,Zeromancer,Sinners International (Snifferdog Remix),"(What better manifestation than to be like God)

Oh oh oh oh

God is so blind
Don't tell me you can't see
What's happening to me
God forgive me
God forgive you
That's how easy it is

Just spell (God) just spell (God) just spell (God)
Backwards
Just spell (God) just spell (God) just spell (God)
Backwards

Sinners International
Hello
You don't know the meaning of the word
Pain
Sinners International
Hello
You don't know the meaning of the word
Pain  

It's a shame
oh oh
Don't need to know your name
oh oh
He loves you just the same
God forgive me
God forgive you
That's how easy it is

Just spell (God) just spell (God) just spell (God)
Backwards
Just spell (God) just spell (God) just spell (God)
Backwards

Sinners International
Hello
You don't know the meaning of the word
Pain
Sinners International
Hello
You don't know the meaning of the word
Pain

That's how easy it is

(All the beautiful things you 
enjoy while you're on earth
beautiful people 
beautiful men and women 
beautiful youth 
even beautiful sex)

Sinners International
Hello
You don't know the meaning of the word
Pain

"
